date,Daily Top20,Weekly Top20,Weekly Buffer 20/25
2021-08-18,1.0,1.0,1.0
2021-08-19,1.0,1.0,1.0
2021-08-20,1.0,1.0,1.0
2021-08-23,1.0,1.0,1.0
2021-08-24,1.0,1.0,1.0
2021-08-25,1.0,1.0,1.0
2021-08-26,1.0,1.0,1.0
2021-08-27,1.0,1.0,1.0
2021-08-30,1.0,1.0,1.0
2021-08-31,1.0,1.0,1.0
2021-09-01,1.0,1.0,1.0
2021-09-02,1.0,1.0,1.0
2021-09-03,1.0,1.0,1.0
2021-09-06,1.0,1.0,1.0
2021-09-07,1.0,1.0,1.0
2021-09-08,1.0,1.0,1.0
2021-09-09,1.0,1.0,1.0
2021-09-10,1.0,1.0,1.0
2021-09-13,1.0,1.0,1.0
2021-09-14,1.0,1.0,1.0
2021-09-15,1.0,1.0,1.0
2021-09-16,1.0,1.0,1.0
2021-09-17,1.0,1.0,1.0
2021-09-23,1.0,1.0,1.0
2021-09-24,1.0,1.0,1.0
2021-09-27,1.0,1.0,1.0
2021-09-28,1.0,1.0,1.0
2021-09-29,1.0,1.0,1.0
2021-09-30,1.0,1.0,1.0
2021-10-01,1.0,1.0,1.0
2021-10-05,1.0,1.0,1.0
2021-10-06,1.0,1.0,1.0
2021-10-07,1.0,1.0,1.0
2021-10-08,1.0,1.0,1.0
2021-10-12,1.0,1.0,1.0
2021-10-13,1.0,1.0,1.0
2021-10-14,1.0,1.0,1.0
2021-10-15,1.0,1.0,1.0
2021-10-18,1.0,1.0,1.0
2021-10-19,1.0,1.0,1.0
2021-10-20,1.0,1.0,1.0
2021-10-21,1.0,1.0,1.0
2021-10-22,1.0,1.0,1.0
2021-10-25,1.0,1.0,1.0
2021-10-26,1.0,1.0,1.0
2021-10-27,1.0,1.0,1.0
2021-10-28,1.0,1.0,1.0
2021-10-29,1.0,1.0,1.0
2021-11-01,1.0,1.0,1.0
2021-11-02,1.0,1.0,1.0
2021-11-03,1.0,1.0,1.0
2021-11-04,1.0,1.0,1.0
2021-11-05,1.0,1.0,1.0
2021-11-08,1.0,1.0,1.0
2021-11-09,1.0,1.0,1.0
2021-11-10,1.0,1.0,1.0
2021-11-11,1.0,1.0,1.0
2021-11-12,1.0,1.0,1.0
2021-11-15,1.0,1.0,1.0
2021-11-16,1.0,1.0,1.0
2021-11-17,1.0,1.0,1.0
2021-11-18,1.0,1.0,1.0
2021-11-19,1.0,1.0,1.0
2021-11-22,1.0,1.0,1.0
2021-11-23,1.0,1.0,1.0
2021-11-24,1.0,1.0,1.0
2021-11-25,1.0,1.0,1.0
2021-11-26,1.0,1.0,1.0
2021-11-29,1.0,1.0,1.0
2021-11-30,1.0,1.0,1.0
2021-12-01,1.0,1.0,1.0
2021-12-02,1.0,1.0,1.0
2021-12-03,1.0,1.0,1.0
2021-12-06,1.0,1.0,1.0
2021-12-07,1.0,1.0,1.0
2021-12-08,1.0,1.0,1.0
2021-12-09,1.0,1.0,1.0
2021-12-10,1.0,1.0,1.0
2021-12-13,1.0,1.0,1.0
2021-12-14,1.0,1.0,1.0
2021-12-15,1.0,1.0,1.0
2021-12-16,1.0,1.0,1.0
2021-12-17,1.0,1.0,1.0
2021-12-20,1.0,1.0,1.0
2021-12-21,1.0,1.0,1.0
2021-12-22,1.0,1.0,1.0
2021-12-23,1.0,1.0,1.0
2021-12-24,1.0,1.0,1.0
2021-12-27,1.0,1.0,1.0
2021-12-28,1.0,1.0,1.0
2021-12-29,1.0,1.0,1.0
2021-12-30,1.0,1.0,1.0
2022-01-03,1.0,1.0,1.0
2022-01-04,1.0,1.0,1.0
2022-01-05,1.0,1.0,1.0
2022-01-06,1.0,1.0,1.0
2022-01-07,1.0,1.0,1.0
2022-01-10,1.0,1.0,1.0
2022-01-11,1.0,1.0,1.0
2022-01-12,1.0,1.0,1.0
2022-01-13,1.0,1.0,1.0
2022-01-14,1.0,1.0,1.0
2022-01-17,1.0,1.0,1.0
2022-01-18,1.0,1.0,1.0
2022-01-19,1.0,1.0,1.0
2022-01-20,1.0,1.0,1.0
2022-01-21,1.0,1.0,1.0
2022-01-24,1.0,1.0,1.0
2022-01-25,1.0,1.0,1.0
2022-01-26,1.0,1.0,1.0
2022-01-27,1.0,1.0,1.0
2022-01-28,1.0,1.0,1.0
2022-02-03,1.0,1.0,1.0
2022-02-04,1.0,1.0,1.0
2022-02-07,1.0,1.0,1.0
2022-02-08,1.0,1.0,1.0
2022-02-09,1.0,1.0,1.0
2022-02-10,1.0,1.0,1.0
2022-02-11,1.0,1.0,1.0
2022-02-14,1.0,1.0,1.0
2022-02-15,1.0,1.0,1.0
2022-02-16,1.0,1.0,1.0
2022-02-17,1.0,1.0,1.0
2022-02-18,1.0,1.0,1.0
2022-02-21,1.0,1.0,1.0
2022-02-22,1.0,1.0,1.0
2022-02-23,1.0,1.0,1.0
2022-02-24,1.0,1.0,1.0
2022-02-25,1.0,1.0,1.0
2022-02-28,1.0,1.0,1.0
2022-03-02,1.0,1.0,1.0
2022-03-03,1.0,1.0,1.0
2022-03-04,1.0,1.0,1.0
2022-03-07,1.0,1.0,1.0
2022-03-08,1.0,1.0,1.0
2022-03-10,1.0,1.0,1.0
2022-03-11,1.0,1.0,1.0
2022-03-14,1.0,1.0,1.0
2022-03-15,1.0,1.0,1.0
2022-03-16,1.0,1.0,1.0
2022-03-17,1.0,1.0,1.0
2022-03-18,1.0,1.0,1.0
2022-03-21,1.0,1.0,1.0
2022-03-22,1.0,1.0,1.0
2022-03-23,1.0,1.0,1.0
2022-03-24,1.0,1.0,1.0
2022-03-25,1.0,1.0,1.0
2022-03-28,1.0,1.0,1.0
2022-03-29,1.0,1.0,1.0
2022-03-30,1.0,1.0,1.0
2022-03-31,1.0,1.0,1.0
2022-04-01,1.0,1.0,1.0
2022-04-04,1.0,1.0,1.0
2022-04-05,1.0,1.0,1.0
2022-04-06,1.0,1.0,1.0
2022-04-07,1.0,1.0,1.0
2022-04-08,1.0,1.0,1.0
2022-04-11,1.0,1.0,1.0
2022-04-12,1.0,1.0,1.0
2022-04-13,1.0,1.0,1.0
2022-04-14,1.0,1.0,1.0
2022-04-15,1.0,1.0,1.0
2022-04-18,1.0,1.0,1.0
2022-04-19,1.0,1.0,1.0
2022-04-20,1.0,1.0,1.0
2022-04-21,1.0,1.0,1.0
2022-04-22,1.0,1.0,1.0
2022-04-25,1.0,1.0,1.0
2022-04-26,1.0,1.0,1.0
2022-04-27,1.0,1.0,1.0
2022-04-28,1.0,1.0,1.0
2022-04-29,1.0,1.0,1.0
2022-05-02,1.0,1.0,1.0
2022-05-03,1.0,1.0,1.0
2022-05-04,1.0,1.0,1.0
2022-05-06,1.0,1.0,1.0
2022-05-09,1.0,1.0,1.0
2022-05-10,1.0,1.0,1.0
2022-05-11,1.0,1.0,1.0
2022-05-12,1.0,1.0,1.0
2022-05-13,1.0,1.0,1.0
2022-05-16,1.0,1.0,1.0
2022-05-17,1.0,1.0,1.0
2022-05-18,1.0,1.0,1.0
2022-05-19,1.0,1.0,1.0
2022-05-20,1.0,1.0,1.0
2022-05-23,1.0,1.0,1.0
2022-05-24,1.0,1.0,1.0
2022-05-25,1.0,1.0,1.0
2022-05-26,1.0,1.0,1.0
2022-05-27,1.0,1.0,1.0
2022-05-30,1.0,1.0,1.0
2022-05-31,1.0,1.0,1.0
2022-06-02,1.0,1.0,1.0
2022-06-03,1.0,1.0,1.0
2022-06-07,1.0,1.0,1.0
2022-06-08,1.0,1.0,1.0
2022-06-09,1.0,1.0,1.0
2022-06-10,1.0,1.0,1.0
2022-06-13,1.0,1.0,1.0
2022-06-14,1.0,1.0,1.0
2022-06-15,1.0,1.0,1.0
2022-06-16,1.0,1.0,1.0
2022-06-17,1.0,1.0,1.0
2022-06-20,1.0,1.0,1.0
2022-06-21,1.0,1.0,1.0
2022-06-22,1.0,1.0,1.0
2022-06-23,1.0,1.0,1.0
2022-06-24,1.0,1.0,1.0
2022-06-27,1.0,1.0,1.0
2022-06-28,1.0,1.0,1.0
2022-06-29,1.0,1.0,1.0
2022-06-30,1.0,1.0,1.0
2022-07-01,1.0,1.0,1.0
2022-07-04,1.0,1.0,1.0
2022-07-05,1.0,1.0,1.0
2022-07-06,1.0,1.0,1.0
2022-07-07,1.0,1.0,1.0
2022-07-08,1.0,1.0,1.0
2022-07-11,1.0,1.0,1.0
2022-07-12,1.0,1.0,1.0
2022-07-13,1.0,1.0,1.0
2022-07-14,1.0,1.0,1.0
2022-07-15,1.0,1.0,1.0
2022-07-18,1.0,1.0,1.0
2022-07-19,1.0,1.0,1.0
2022-07-20,1.0,1.0,1.0
2022-07-21,1.0,1.0,1.0
2022-07-22,1.0,1.0,1.0
2022-07-25,1.0,1.0,1.0
2022-07-26,1.0,1.0,1.0
2022-07-27,1.0,1.0,1.0
2022-07-28,1.0,1.0,1.0
2022-07-29,1.0,1.0,1.0
2022-08-01,1.0,1.0,1.0
2022-08-02,1.0,1.0,1.0
2022-08-03,1.0,1.0,1.0
2022-08-04,1.0,1.0,1.0
2022-08-05,1.0,1.0,1.0
2022-08-08,1.0,1.0,1.0
2022-08-09,1.0,1.0,1.0
2022-08-10,1.0,1.0,1.0
2022-08-11,1.0,1.0,1.0
2022-08-12,1.0,1.0,1.0
2022-08-16,1.0,1.0,1.0
2022-08-17,1.0,1.0,1.0
2022-08-18,1.0,1.0,1.0
2022-08-19,1.0,1.0,1.0
2022-08-22,1.0,1.0,1.0
2022-08-23,1.0,1.0,1.0
2022-08-24,1.0,1.0,1.0
2022-08-25,1.0,1.0,1.0
2022-08-26,1.0,1.0,1.0
2022-08-29,1.0,1.0,1.0
2022-08-30,1.0,1.0,1.0
2022-08-31,1.0,1.0,1.0
2022-09-01,1.0,1.0,1.0
2022-09-02,1.0,1.0,1.0
2022-09-05,1.0,1.0,1.0
2022-09-06,1.0,1.0,1.0
2022-09-07,1.0,1.0,1.0
2022-09-08,1.0,1.0,1.0
2022-09-13,1.0,1.0,1.0
2022-09-14,1.0,1.0,1.0
2022-09-15,1.0,1.0,1.0
2022-09-16,1.0,1.0,1.0
2022-09-19,1.0,1.0,1.0
2022-09-20,1.0,1.0,1.0
2022-09-21,1.0,1.0,1.0
2022-09-22,1.0,1.0,1.0
2022-09-23,1.0,1.0,1.0
2022-09-26,1.0,1.0,1.0
2022-09-27,1.0,1.0,1.0
2022-09-28,1.0,1.0,1.0
2022-09-29,1.0,1.0,1.0
2022-09-30,1.0,1.0,1.0
2022-10-04,1.0,1.0,1.0
2022-10-05,1.0,1.0,1.0
2022-10-06,1.0,1.0,1.0
2022-10-07,1.0,1.0,1.0
2022-10-11,1.0,1.0,1.0
2022-10-12,1.0,1.0,1.0
2022-10-13,1.0,1.0,1.0
2022-10-14,1.0,1.0,1.0
2022-10-17,1.0,1.0,1.0
2022-10-18,1.0,1.0,1.0
2022-10-19,1.0,1.0,1.0
2022-10-20,1.0,1.0,1.0
2022-10-21,1.0,1.0,1.0
2022-10-24,1.0,1.0,1.0
2022-10-25,1.0,1.0,1.0
2022-10-26,1.0,1.0,1.0
2022-10-27,1.0,1.0,1.0
2022-10-28,1.0,1.0,1.0
2022-10-31,1.0,1.0,1.0
2022-11-01,1.0,1.0,1.0
2022-11-02,1.0,1.0,1.0
2022-11-03,1.0,1.0,1.0
2022-11-04,1.0,1.0,1.0
2022-11-07,1.0,1.0,1.0
2022-11-08,1.0,1.0,1.0
2022-11-09,1.0,1.0,1.0
2022-11-10,1.0,1.0,1.0
2022-11-11,1.0,1.0,1.0
2022-11-14,1.0,1.0,1.0
2022-11-15,1.0,1.0,1.0
2022-11-16,1.0,1.0,1.0
2022-11-17,1.0,1.0,1.0
2022-11-18,1.0,1.0,1.0
2022-11-21,1.0,1.0,1.0
2022-11-22,1.0,1.0,1.0
2022-11-23,1.0,1.0,1.0
2022-11-24,1.0,1.0,1.0
2022-11-25,1.0,1.0,1.0
2022-11-28,1.0,1.0,1.0
2022-11-29,1.0,1.0,1.0
2022-11-30,1.0,1.0,1.0
2022-12-01,1.0,1.0,1.0
2022-12-02,1.0,1.0,1.0
2022-12-05,1.0,1.0,1.0
2022-12-06,1.0,1.0,1.0
2022-12-07,1.0,1.0,1.0
2022-12-08,1.0,1.0,1.0
2022-12-09,1.0,1.0,1.0
2022-12-12,1.0,1.0,1.0
2022-12-13,1.0,1.0,1.0
2022-12-14,1.0,1.0,1.0
2022-12-15,1.0,1.0,1.0
2022-12-16,1.0,1.0,1.0
2022-12-19,1.0,1.0,1.0
2022-12-20,1.0,1.0,1.0
2022-12-21,1.0,1.0,1.0
2022-12-22,1.0,1.0,1.0
2022-12-23,1.0,1.0,1.0
2022-12-26,1.0,1.0,1.0
2022-12-27,1.0,1.0,1.0
2022-12-28,1.0,1.0,1.0
2022-12-29,1.0,1.0,1.0
2023-01-02,1.0,1.0,1.0
2023-01-03,1.0,1.0,1.0
2023-01-04,1.0,1.0,1.0
2023-01-05,1.0,1.0,1.0
2023-01-06,1.0,1.0,1.0
2023-01-09,1.0,1.0,1.0
2023-01-10,1.0,1.0,1.0
2023-01-11,1.0,1.0,1.0
2023-01-12,1.0,1.0,1.0
2023-01-13,1.0,1.0,1.0
2023-01-16,1.0,1.0,1.0
2023-01-17,1.0,1.0,1.0
2023-01-18,1.0,1.0,1.0
2023-01-19,1.0,1.0,1.0
2023-01-20,1.0,1.0,1.0
2023-01-25,1.0,1.0,1.0
2023-01-26,1.0,1.0,1.0
2023-01-27,1.0,1.0,1.0
2023-01-30,1.0,1.0,1.0
2023-01-31,1.0,1.0,1.0
2023-02-01,1.0,1.0,1.0
2023-02-02,1.0,1.0,1.0
2023-02-03,1.0,1.0,1.0
2023-02-06,1.0,1.0,1.0
2023-02-07,1.0,1.0,1.0
2023-02-08,1.0,1.0,1.0
2023-02-09,1.0,1.0,1.0
2023-02-10,1.0,1.0,1.0
2023-02-13,1.0,1.0,1.0
2023-02-14,1.0,1.0,1.0
2023-02-15,1.0,1.0,1.0
2023-02-16,1.0,1.0,1.0
2023-02-17,1.0,1.0,1.0
2023-02-20,1.0,1.0,1.0
2023-02-21,1.0,1.0,1.0
2023-02-22,1.0,1.0,1.0
2023-02-23,1.0,1.0,1.0
2023-02-24,1.0,1.0,1.0
2023-02-27,1.0,1.0,1.0
2023-02-28,1.0,1.0,1.0
2023-03-02,1.0,1.0,1.0
2023-03-03,1.0,1.0,1.0
2023-03-06,1.0,1.0,1.0
2023-03-07,1.0,1.0,1.0
2023-03-08,1.0,1.0,1.0
2023-03-09,1.0,1.0,1.0
2023-03-10,1.0,1.0,1.0
2023-03-13,1.0,1.0,1.0
2023-03-14,1.0,1.0,1.0
2023-03-15,1.0,1.0,1.0
2023-03-16,1.0,1.0,1.0
2023-03-17,1.0,1.0,1.0
2023-03-20,1.0,1.0,1.0
2023-03-21,1.0,1.0,1.0
2023-03-22,1.0,1.0,1.0
2023-03-23,1.0,1.0,1.0
2023-03-24,1.0,1.0,1.0
2023-03-27,1.0,1.0,1.0
2023-03-28,1.0,1.0,1.0
2023-03-29,1.0,1.0,1.0
2023-03-30,1.0,1.0,1.0
2023-03-31,1.0,1.0,1.0
2023-04-03,1.0,1.0,1.0
2023-04-04,1.0,1.0,1.0
2023-04-05,1.0,1.0,1.0
2023-04-06,1.0,1.0,1.0
2023-04-07,1.0,1.0,1.0
2023-04-10,1.0,1.0,1.0
2023-04-11,1.0,1.0,1.0
2023-04-12,1.0,1.0,1.0
2023-04-13,1.0,1.0,1.0
2023-04-14,1.0,1.0,1.0
2023-04-17,1.008168641919463,1.008168641919463,1.008168641919463
2023-04-18,1.0177425652141154,1.0177425652141154,1.0170565420579747
2023-04-19,1.0273881819097774,1.0273881819097774,1.0263034321343065
2023-04-20,1.01233090587116,1.0205509808615214,1.015274684736269
2023-04-21,1.00105334385341,1.004802159924974,1.0023882955130918
2023-04-24,0.9961619362337621,0.9997913854637489,0.9973116438430185
2023-04-25,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-04-26,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-04-27,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-04-28,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-02,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-03,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-04,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-08,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-09,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-10,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-11,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-12,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-15,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-16,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-17,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-18,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-19,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-22,0.9953650066847751,0.9989915523553778,0.9965137945279441
2023-05-23,0.994838193043197,0.9989915523553778,0.9965137945279441
2023-05-24,0.9961344152600629,0.9989915523553778,0.9965137945279441
2023-05-25,0.9862377470039253,0.9989915523553778,0.9965137945279441
2023-05-26,0.9854487568063222,0.9989915523553778,0.9965137945279441
2023-05-30,0.9854487568063222,0.9989915523553778,0.9965137945279441
2023-05-31,0.9854487568063222,0.9989915523553778,0.9965137945279441
2023-06-01,0.9854487568063222,0.9989915523553778,0.9965137945279441
2023-06-02,0.9926955474087223,0.9989915523553778,0.9965137945279441
2023-06-05,0.994898202558446,1.000668745162665,0.998186827462611
2023-06-07,0.9924718074047941,1.0018665890664062,0.9993817004031827
2023-06-08,0.9839662076272838,0.9942801481391519,0.9918140758146107
2023-06-09,0.9978679950926339,1.0082773932215459,1.0058355990656138
2023-06-12,0.9962779472521627,1.0066707585769112,1.004103056239706
2023-06-13,1.0064984925953577,1.016997920953717,1.0138664568866147
2023-06-14,0.9878840649054974,0.9981893142845543,0.9945591364587394
2023-06-15,0.9908090564068763,1.0011448182396958,0.9980443357564023
2023-06-16,0.9946488614046196,1.0050246786948298,1.0018362599415658
2023-06-19,0.9919797145195158,1.0023276882344954,1.000192949715789
2023-06-20,0.9923218095391643,1.0026733518656985,1.000559421996986
2023-06-21,0.9847631045552592,0.9950357972043778,0.9934076145603554
2023-06-22,0.9770978667511195,0.9872905984109607,0.9860094903269138
2023-06-23,0.9759433468150143,0.986124034940318,0.9879422761345618
2023-06-26,0.9885062512536016,0.99881799105568,1.0009146484770985
2023-06-27,0.9755816507015124,0.9857585657437373,0.9882940868028893
2023-06-28,0.9734030790367644,0.9835572680070818,0.986020425740114
2023-06-29,0.9784957676132662,0.9887030816694667,0.9908250113448387
2023-06-30,0.98692330572993,0.9972185328166461,0.9988558243774888
2023-07-03,1.0003093621725914,1.0107442277601641,1.0111634631770943
2023-07-04,1.014351731499244,1.0249330820063784,1.0236446941469162
2023-07-05,1.0096644184978465,1.0201968726505268,1.0192125672077872
2023-07-06,0.9956103413200859,1.005996188421135,1.0069264365793311
2023-07-07,0.9948138530470297,1.005191391470398,1.0061208954300676
2023-07-10,0.9948138530470297,1.005191391470398,1.0061208954300676
2023-07-11,0.9948138530470297,1.005191391470398,1.0061208954300676
2023-07-12,0.9948138530470297,1.005191391470398,1.0061208954300676
2023-07-13,0.9948138530470297,1.005191391470398,1.0061208954300676
2023-07-14,1.0022161595577348,1.005191391470398,1.0061208954300676
2023-07-17,1.0014143866300886,1.005191391470398,1.0061208954300676
2023-07-18,1.0052969220543522,1.005191391470398,1.0061208954300676
2023-07-19,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-20,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-21,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-24,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-25,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-26,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-27,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-28,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-07-31,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-01,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-02,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-03,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-04,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-07,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-08,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-09,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-10,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-11,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-14,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-16,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-17,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-18,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-21,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-22,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-23,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-24,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-25,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-28,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-29,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-30,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-08-31,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-01,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-04,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-05,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-06,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-07,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-08,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-11,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-12,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-13,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-14,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-15,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-18,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-19,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-20,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-21,1.0044926845167086,1.005191391470398,1.0061208954300676
2023-09-22,1.0044926845167086,1.005191391470398,1.0061208954300676
